lead_variant	distance	gene	chrom	start	end	extreme_pLI	brain_enriched_expression	neurodevelopmental_disorder	PsyOPS_score
rs17677788	406834	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs17677788	414861	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs73354327	7039	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs73354327	58872	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs73354327	189066	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs73354327	193162	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs73354327	202691	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs73354327	215946	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs73354327	230040	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs73354327	235391	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs73354327	236455	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs73354327	236478	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs73354327	268956	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs73354327	371104	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs73354327	389225	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs73354327	392909	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs73354327	406690	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs73354327	415005	TRAF3	chr14	103243786	103377837	True	False	False	0.2097587942964269
rs12892062	0	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs12892062	72150	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs12892062	102492	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs12892062	112021	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs12892062	139370	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs12892062	144721	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs12892062	145785	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs12892062	279736	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs12892062	280434	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs12892062	298555	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs12892062	306616	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs12892062	316020	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs12892062	327148	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs12892062	359626	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs12892062	483579	AMN	chr14	103389000	103399933	False	False	False	0.07745976234960553
rs12892062	495113	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs1107070	340	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs1107070	15496	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs1107070	25025	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs1107070	52374	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs1107070	57725	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs1107070	58789	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs1107070	159146	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs1107070	193438	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs1107070	211559	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs1107070	229024	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs1107070	366732	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs1107070	393612	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs1107070	408117	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs1107070	414144	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs1107070	424285	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs1107070	436255	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs1107070	446622	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs34372508	7347	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs34372508	8489	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs34372508	18018	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs34372508	45367	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs34372508	50718	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs34372508	51782	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs34372508	166153	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs34372508	186431	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs34372508	204552	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs34372508	222017	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs34372508	373739	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs34372508	400619	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs34372508	401110	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs34372508	417278	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs34372508	421151	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs34372508	429248	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs34372508	453629	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs7159665	1388	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs7159665	10917	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs7159665	14448	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs7159665	38266	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs7159665	43617	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs7159665	44681	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs7159665	173254	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs7159665	179330	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs7159665	197451	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs7159665	214916	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs7159665	380840	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs7159665	394009	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs7159665	407720	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs7159665	410177	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs7159665	422147	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs7159665	428252	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs7159665	460730	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs2236281	0	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs2236281	11348	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs2236281	22364	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs2236281	27715	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs2236281	28779	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs2236281	30350	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs2236281	163428	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs2236281	181549	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs2236281	189156	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs2236281	199014	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs2236281	378107	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs2236281	394275	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs2236281	396742	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs2236281	406245	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs2236281	423622	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs2236281	444154	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs2236281	476632	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs34235720	1558	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs34235720	15798	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs34235720	17914	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs34235720	23265	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs34235720	24329	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs34235720	34800	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs34235720	158978	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs34235720	177099	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs34235720	193606	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs34235720	194564	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs34235720	373657	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs34235720	389825	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs34235720	401192	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs34235720	401795	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs34235720	428072	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs34235720	448604	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs34235720	481082	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs34633710	6220	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs34633710	13252	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs34633710	18603	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs34633710	19667	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs34633710	20460	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs34633710	39462	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs34633710	154316	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs34633710	172437	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs34633710	189902	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs34633710	198268	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs34633710	368995	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs34633710	385163	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs34633710	397133	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs34633710	405854	TNFAIP2	chr14	103587813	103603776	False	False	False	0.07745976234960553
rs34633710	432734	EXOC3L4	chr14	103561062	103576896	False	False	False	0.07745976234960553
rs34633710	453266	LBHD2	chr14	103550547	103556364	False	True	False	0.1666267279734816
rs34633710	485744	CDC42BPB	chr14	103398717	103523886	True	False	True	0.4887028016345366
rs3212102	0	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs3212102	0	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs3212102	15073	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs3212102	32538	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs3212102	93134	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs3212102	138000	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs3212102	163584	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs3212102	177824	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs3212102	196826	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs3212102	211631	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs3212102	227799	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs3212102	239769	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs3212102	355632	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs3212102	385029	ASPG	chr14	104552023	104581919	False	False	False	0.07745976234960553
rs3212102	437930	KIF26A	chr14	104604924	104647231	False	False	False	0.07745976234960553
rs79992295	0	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs79992295	0	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs79992295	7626	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs79992295	25091	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs79992295	100581	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs79992295	145447	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs79992295	171031	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs79992295	185271	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs79992295	204184	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs79992295	204273	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs79992295	220352	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs79992295	232322	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs79992295	363079	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs79992295	377582	ASPG	chr14	104552023	104581919	False	False	False	0.07745976234960553
rs79992295	430483	KIF26A	chr14	104604924	104647231	False	False	False	0.07745976234960553
rs56168984	0	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs56168984	8016	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs56168984	9271	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs56168984	9675	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs56168984	115997	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs56168984	160863	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
rs56168984	186447	TRMT61A	chr14	103995533	104003410	False	False	False	0.07745976234960553
rs56168984	188768	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs56168984	200687	CKB	chr14	103986004	103989170	False	True	False	0.1666267279734816
rs56168984	204936	TDRD9	chr14	104394793	104519004	False	False	False	0.07745976234960553
rs56168984	216906	RD3L	chr14	104406763	104408898	False	False	False	0.07745976234960553
rs56168984	219689	MARK3	chr14	103851714	103970168	False	False	False	0.07745976234960553
rs56168984	362166	ASPG	chr14	104552023	104581919	False	False	False	0.07745976234960553
rs56168984	378495	EIF5	chr14	103799881	103811362	False	False	False	0.07745976234960553
rs56168984	415067	KIF26A	chr14	104604924	104647231	False	False	False	0.07745976234960553
rs7493782	0	PPP1R13B	chr14	104199532	104313912	True	False	False	0.2097587942964269
rs7493782	5680	ZFYVE21	chr14	104182067	104200005	False	False	False	0.07745976234960553
rs7493782	23844	XRCC3	chr14	104163946	104181841	False	False	False	0.07745976234960553
rs7493782	25099	KLC1	chr14	104028233	104180586	False	True	False	0.1666267279734816
rs7493782	131825	COA8	chr14	104029297	104073860	False	False	False	0.07745976234960553
rs7493782	172940	ATP5MJ	chr14	104378625	104394606	False	False	False	0.07745976234960553
rs7493782	176691	BAG5	chr14	104022882	104028994	False	False	False	0.07745976234960553
